attribute,sakey,svkey,1903,2001,2002,2003,2004,2005,2006,2101,2102,2103,2104,2105,average_imputed_distribution,round
129179,129179,145821,0.12269479379664758,0.0910456387775759,0.03405074952173466,0.02880774494215192,0.06430932830855815,0.10748811080841929,0.08760726638026166,0.05279955171064112,0.1597547251772058,0.1518284324570657,0.1585782880466156,0.14627393107183015,0.10043654674989229,0
148981,148981,148983,0.5148812066126875,0.0770468524962535,0.023835190463995324,0.022973105357774595,0.024726911538468177,0.02243886086907594,0.02856797182718082,0.02667990139390002,0.026419905206064687,0.023053746114556236,0.02198775139911681,0.02132808132583347,0.06949495705040892,0
149521_150301,149521,150301,0.2225963950153223,0.22990147603512867,0.29111416670594215,0.3009448673566458,0.22819539230832145,0.3274893675075378,0.276159738233045,0.1911868811722304,0.241278588377236,0.36341000874797064,0.18433833551966225,0.20003502637404733,0.2547208536127575,0
128850_144065,128850,144065,0.2923788591977339,0.29514071798806885,0.29824239540842673,0.2987165106425874,0.2581008114670762,0.2774702752060323,0.23674765173577722,0.19119359532468727,0.35782677133721236,0.3139505822816816,0.2921426211132587,0.29433505171681484,0.2838538202849465,0
395232_395238,395232,395238,0.12276966574854842,0.10786174505484589,0.06260305528750965,0.08042180941242993,0.11082373838814458,0.09857735383175746,0.08478476911332439,0.0925631193274733,0.10993741311041046,0.07816446688697094,0.10887224685115736,0.09405081744900384,0.09595251670513134,0
377077_377098,377077,377098,0.036030669331506976,0.06058731216731282,0.02483785302873834,0.05744307947348195,0.04595248302494994,0.04058208891535292,0.03659960402419664,0.02768743706749584,0.04890626075680659,0.044230160114166216,0.024255803453459724,0.023353310572320665,0.039205505160815717,0
391983_391993,391983,391993,0.3525341252817835,0.2921646375921431,0.2108360772780827,0.22441470781660025,0.3057572282859312,0.2874851062980703,0.31347610623905836,0.31722778856908257,0.34034987706020264,0.20290047688097507,0.250168045938309,0.20965553542855933,0.27558080938906654,0
347413_347425,347413,347425,0.12287767092583628,0.1338776233342439,0.18328374589770882,0.13869701527224748,0.19338380849096753,0.14420390889635734,0.13160685874653863,0.15255487285891972,0.13408158566209516,0.1414718167314393,0.13463019522407868,0.0994412330576935,0.14250919459151054,0
320137,320137,320139,0.0012553644071064548,0.0012702896023204782,0.0011858319933185056,6.103700337442308E-4,0.003525496792060881,0.0020919597946199918,0.0024376721461325072,0.0035039039639793317,0.003332712349522082,8.529797817438298E-4,0.0026232204251943224,0.0024669774223851854,0.00209639822601065,0
130618_146195,130618,146195,0.38141356471657073,0.3383350900329998,0.3651762380224479,0.381049350652157,0.3740419812143331,0.4087709537527313,0.3402393650851791,0.33774438580173977,0.42604994104296434,0.37966447536093934,0.3708433272942064,0.38973561938447265,0.3744220243633951,0
383668,383668,383670,0.26852344100959497,0.1376182249041026,0.09080119409951662,0.09390446290482979,0.14016322385499475,0.14421667257701196,0.17689726545336057,0.13365091377881363,0.23142452254076096,0.28145074470675174,0.25583663749852736,0.2254416077075094,0.1816607425863145,0
384231,384231,385083,0.28668535181760535,0.2693699424584909,0.22104481650847255,0.3075477452261262,0.3263636452566432,0.3214232052358041,0.35940011650050063,0.29113202518412923,0.3292070477865059,0.2558127621221796,0.32612995302870984,0.29523630633053344,0.29911274312130837,0
344143_344160,344143,344160,0.2473837106867089,0.363513617632356,0.4548054147083646,0.4649826758470548,0.4162438209637769,0.4159574406292549,0.31187200480976046,0.35729077383946967,0.2657415970726479,0.332899547930226,0.30697098187572713,0.29238951902803456,0.35250425875194846,0
396582,396582,396587,0.33490740721362994,0.34034837469179685,0.2358953876293509,0.3227558514131648,0.37672429041165384,0.4056723009162808,0.4192584881769033,0.3424554922190448,0.33706337774178363,0.28221655652145894,0.31326545602284056,0.3884460546139934,0.34158408646432514,0
368745_368750,368745,368750,0.17478667339531068,0.14558626904772565,0.10079044560013581,0.11592035385306879,0.1085557267263536,0.12425037731877783,0.11638253827988033,0.09509284388340915,0.0990927046314168,0.08201897372765572,0.1349418068176391,0.12415144688790157,0.11846418001410625,0
310269,310269,310271,0.5387191709720753,0.5058447851723668,0.565541719162423,0.5369671426856768,0.5439266678644075,0.5526777900503748,0.46535563237440747,0.514319573690318,0.5235821481393357,0.5674810622324735,0.5077612111416772,0.5028472309105426,0.5270853445330065,0
391755_391761,391755,391761,0.5115787343712439,0.5138230451157882,0.49097304790291235,0.49759695322895753,0.5006677112720946,0.49570663108469326,0.5055662654652159,0.5058407579589963,0.49371083249273395,0.5081930543512516,0.503346703298575,0.5147826189600527,0.5034821962918763,0
