attribute,sakey,svkey,multi,label,prod_distribution,needs_imputation,n_respondents,calc_distribution,1903,2001,2002,2003,2004,2005,2006,2101,2102,2103,2104,2105,imputed_distribution,simulation_distribution,lower_bound_distribution,upper_bound_distribution,bounded,iteration
310752,310752,310754,false,1,0.74450325,true,65514,0.7398200305639382,0.8690598230596565,0.8222706238844388,0.7909293842798181,0.8750271682941989,0.8327098452638786,0.7382756067868208,0.848720026850318,0.8781168356717202,0.8142736174466798,0.8939494250515414,0.7353222873321601,0.8038388091140786,0.8252077877529422,0.7397963586758117,0.7347328928446548,0.7452229587189431,false,2
310752,310752,310755,false,2,0.20438364,true,65514,0.20932155559244212,0.11913286639315525,0.15975240369207394,0.2087543454398824,0.11217808409690935,0.1486596696174394,0.12433786815865859,0.13356178104459365,0.10913065587925641,0.13495295732292534,0.09329200091203653,0.250842679990723,0.16066842042112875,0.14627197774739856,0.20929710932483747,0.20442158959891923,0.2143177611975358,false,2
403704,403704,403705,false,0,0.25363825,true,17848,0.25363824892457354,0.09302378945706907,0.043879304143138606,0.09155939332913202,0.13278793722498847,0.14416044170363587,0.1379142814851347,0.12775331751850896,0.1286040911947605,0.17358841654809787,0.10907407600661007,0.22835497222640305,0.2536382489245728,0.13869485581350433,0.2537042807213031,0.24436345144137805,0.2626849067333222,false,2
403704,403704,403706,false,1,0.69276236,true,17848,0.6927623579887939,0.8550570210523696,0.9254882343332258,0.8575302087795892,0.8570039952041331,0.8070920590529576,0.8607132640008839,0.8719469972734359,0.8208217220282165,0.8214334157691098,0.8872853216643708,0.6970076110425215,0.6927623579887976,0.8295118506824676,0.6926264487205523,0.6829863078149944,0.7022099935584679,false,2
403704,403704,403707,false,2,0.05359939,true,17848,0.05359939308663277,0.051919189490563664,0.030632461523627676,0.05091039789127449,0.010208067570879846,0.048747499243408814,0.0013724545139827992,2.9968520806154705E-4,0.050574186777018096,0.004978167682793275,0.003640602329019886,0.07463741673108014,0.05359939308663273,0.03179329350402858,0.05366927055814399,0.04907847730284956,0.05844930705541682,false,2
380461,380461,380462,false,0,0.13710612,true,12230,0.13594919863174382,0.029659702565011575,0.03592742594734547,0.03279061846382713,0.07359088778278176,0.009770909861285565,0.03223248420877759,0.042819767267675286,2.8443076231689718E-5,0.03141680425542294,0.027950080252290906,0.03393833807311687,0.024859061530201117,0.03124871027366399,0.13616752399934753,0.12719019227086698,0.14577230704224717,false,2
380461,380461,380463,false,1,0.76635954,true,12230,0.767462643464724,0.9515714993648586,0.8748195230436465,0.9426842058548134,0.8783676600252753,0.8990440583477345,0.7613357936832729,0.940698350764105,0.777587019882273,0.8656756777715461,0.9600308881958691,0.8763885776106815,0.8782929562135879,0.8838746842298053,0.7671836870225144,0.7552685664734715,0.7782433275308657,false,2
380461,380461,380464,false,2,0.09653434,true,12230,0.09658815790353241,0.018768798070129426,0.0892530510090021,0.024525175681356197,0.04804145219194248,0.09118503179098503,0.20643172210795027,0.01648188196822784,0.22238453704149147,0.10290751797303396,0.01201903155183933,0.0896730843162011,0.09684798225621773,0.08487660549653142,0.09664878897813863,0.08863673370498582,0.10502442557734257,false,2
378620,378620,379051,false,0,0.03518326,true,23231,0.03510295337926467,5.308551391921888E-4,0.010501455920100938,0.022075916934848238,0.019108793252247347,0.011716368786136508,0.008919156975063207,0.006025601668667645,0.007976626716389311,0.008963517177480434,0.03524319330158688,0.007749780983881515,0.027950522616034215,0.013896815789302366,0.03504955331965694,0.03138303474247647,0.03902282075038422,false,2
378620,378620,379052,false,1,0.41006777,true,23231,0.40836742159466827,0.41457766324289647,0.4328040285739854,0.4171305443589878,0.41791843527641315,0.40223186981504266,0.44139291773749645,0.4435352343761787,0.40323954362050707,0.4460063012083304,0.4799357774460818,0.3910627158950398,0.40389727948764936,0.42447769258655077,0.4083620548657519,0.39601384115088617,0.420113481363384,false,2
378620,378620,379053,false,2,0.55474898,true,23231,0.5565296250260681,0.5848914816179108,0.5566945155059162,0.5607935387061622,0.5629727714713398,0.5860517613988216,0.5496879252874363,0.550439163955146,0.5887838296631002,0.5450301816141933,0.48482102925232984,0.6011875031210852,0.5681521978963132,0.5616254916241463,0.5565883918145915,0.5450270685820108,0.5689586312710647,true,2
378355,378355,378896,false,2,0.64140351,true,81944,0.6312497685149057,0.5960442169273703,0.5384174689151331,0.6355395785388627,0.6966330386067953,0.6620524410684014,0.6343820527033527,0.5997729963568664,0.6344278292651828,0.7011009976196326,0.6277169491883167,0.6796808777470498,0.7441316751895622,0.6458250101772104,0.6312212958890816,0.6256499294436505,0.6370123779434519,false,2
378355,378355,378894,false,0,0.32599071,true,81944,0.3375309366027063,0.4037263956763226,0.4313005859825582,0.3346717438618993,0.28326247787285724,0.3085329168639406,0.34187697290662383,0.36957809875966674,0.34288359667050045,0.2666566586173501,0.22711861157050725,0.3193342584695938,0.2540657458828056,0.32358400526121883,0.3375598207973797,0.33190979738378246,0.3428170773175033,false,2
378355,378355,378895,false,1,0.03260577,true,81944,0.03121929488238703,2.2938739630543143E-4,0.030281945102311823,0.029788677599241715,0.02010448352034927,0.029414642067662162,0.023740974390020573,0.0306489048834599,0.02268857406431422,0.03224234376301712,0.14516443924117442,9.848637833603912E-4,0.0018025789276352178,0.030590984561571017,0.031218883313537272,0.029160558287864388,0.03320713324802402,true,2
394689,394689,394690,false,0,0.0524602,true,6571,0.052460204697150514,0.049384321474483926,0.046210808402526386,0.04602607180873848,0.04555128084738258,0.04801576226750241,0.04775270663001489,0.0,0.0468603732522047,0.04493295410758757,0.046346185728632916,0.050963960222122774,0.047103835839211045,0.04326235504836731,0.052489017950954106,0.04505500023260537,0.06070262196426569,false,2
394689,394689,394691,false,1,0.479557,true,6571,0.4795570044357604,0.3627861352846043,0.30199463018926165,0.260830843872262,0.4790460052899525,0.37184959741663975,0.3463439562535594,0.521165709235178,0.28178590787608293,0.3883184093176934,0.2677109461216086,0.36052703801249986,0.30880827351266793,0.35426395436516755,0.47937147690913456,0.4621796386453269,0.4951758047584546,false,2
394689,394689,394692,false,2,0.46798279,true,6571,0.46798279086708944,0.5878295432409096,0.6517945614082149,0.6931430843190014,0.475402713862666,0.5801346403158587,0.6059033371164229,0.47883429076481565,0.6713537188717079,0.5667486365747239,0.6859428681497581,0.5885090017653805,0.6440878906481236,0.6024736905864652,0.468139505139911,0.4523101344347602,0.48458335168942,false,2
128140,128140,143239,false,0,0.26310591,true,11460,0.2631059077297275,0.2382664711587227,0.23315722777818734,0.2537431303223928,0.2661576080447791,0.2322562567816213,0.1935912776992356,0.2094953880111502,0.0,0.16165777760908834,0.17066298545535308,0.16908277730342183,0.1516400222100817,0.18997591019783622,0.2632434192994279,0.252051298962134,0.2745180020051975,false,2
128140,128140,143240,false,1,0.29118556,true,11460,0.2911855588462373,0.2816301071309743,0.31211749220218976,0.4246162150253008,0.29991891191334985,0.3734070317340267,0.4105521428356128,0.39701346804507354,0.2911406990363006,0.39485360886173043,0.3722877922238642,0.3906678975553577,0.39209775961185517,0.361691927181303,0.29097237437317913,0.27920731417061156,0.3033206994264459,false,2
128140,128140,143241,false,2,0.44570853,true,11460,0.4457085334240356,0.48010342171030335,0.4547252800196246,0.3216406546523054,0.43392348004187214,0.39433671148435295,0.39585657946514896,0.39349114394377344,0.7088593009636966,0.44348861352918467,0.4570492223207812,0.44024932514122167,0.4562622181780613,0.4483321626208605,0.4457842063273926,0.4327886076777391,0.45782126117501354,true,2
382464,382464,383214,false,0,0.14715853,true,46304,0.14913542161199997,0.14689036423651203,0.09107931026596332,0.11754888028512211,0.14462148267363772,0.14507572133880797,0.11619056221444281,0.12620093273475874,0.117481293848953,0.08962677222622502,0.049753358047281815,0.08684450327772605,0.0,0.10260943176245253,0.1492471939878749,0.143791268681285,0.15494848498234867,false,2
382464,382464,383215,false,1,0.56910922,true,46304,0.5669168087136152,0.619646610358758,0.7178570943882074,0.5738109235073193,0.5650705738679273,0.5675000640364968,0.6439973447065409,0.573861745503112,0.5985657274377668,0.7252687445775671,0.6646795946626943,0.5733333348142771,0.7129977722129811,0.6280491275061374,0.5668547786778284,0.5596198447178629,0.5742851704469666,false,2
382464,382464,383216,false,2,0.28373225,true,46304,0.2839477696743847,0.23346302540472966,0.19106359534582987,0.30864019620755645,0.2903079434584348,0.287424214624696,0.23981209307901366,0.2999373217621264,0.28395297871327757,0.18510448319621178,0.2855670472900197,0.3398221619079985,0.2870022277870198,0.26934144073140953,0.28389802733429725,0.27702737312963543,0.2909195521212233,false,2
369889,369889,369890,false,0,0.29955975,true,26214,0.2990592432902342,0.3335609689313469,0.44352370095682175,0.41923710745567616,0.36752897586204597,0.4146235521414773,0.3556674737726579,0.3722846234455368,0.4368188632913096,0.4520216766631714,0.3655119616676144,0.332637219179136,0.3312822108372793,0.3853915278503395,0.2986368560743742,0.2889367012388679,0.3084322638712732,false,2
369889,369889,369891,false,1,0.63554002,true,26214,0.6366954803046545,0.6382964351386237,0.5356328144764083,0.5128461966121886,0.5665849954966371,0.518582294850504,0.6282355341942307,0.5678099172248303,0.5035446288893121,0.48013700100371043,0.634488038332386,0.645390356270228,0.6465022034987503,0.5731708679989841,0.6371723878050701,0.6272396542052499,0.6473387680261814,false,2
369889,369889,369892,false,2,0.06490022,true,26214,0.06424527640511161,0.028142595930029574,0.02084348456677207,0.067916695932132,0.06588602864131793,0.06679415300801998,0.01609699203310561,0.0599054593296268,0.05963650781937521,0.06784132233312193,0.0,0.021972424550639608,0.02221558566396843,0.041437604150675766,0.06419075612055583,0.05938225338208546,0.06945459306575286,false,2
396845,396845,399147,false,1,0.24971085,true,14357,0.24971084675992775,0.07826473401396103,0.23893377331452384,0.030967876831554532,0.2404586070700894,0.07137677653588251,0.2584999211715461,0.10577918517211564,0.09154648395599323,0.13761443831272302,0.25580336518644814,0.15492040507086932,0.1624401095691639,0.1522171396837392,0.24987333232937078,0.23926554795476374,0.2600173950621137,false,2
396845,396845,399148,false,2,0.69212545,true,14357,0.6921254469310396,0.8624415788797712,0.7429330930046715,0.9149240262284544,0.7256837723806945,0.8656090426761587,0.7415000788284528,0.8361137127208683,0.8475960280660502,0.8038538063313887,0.7441966348135499,0.7864615048773212,0.7802245823634331,0.8042948217642345,0.6920490557611944,0.6819577189166571,0.702898651876278,false,2
396845,396845,399146,false,0,0.05816371,true,14357,0.05816370630903242,0.059293687106268686,0.018133133680804832,0.054108096939984834,0.033857620549219355,0.06301418078796524,0.0,0.05810710210702009,0.06085748797795391,0.05853175535588757,0.0,0.05861809005181004,0.05733530806740805,0.04348803855202688,0.05807761190943234,0.05226754671483564,0.0638813566249606,false,2
377884,377884,378739,false,0,0.49338106,true,4812,0.4933810614007272,0.5071453179709564,0.5115046390964091,0.5541063548846534,0.5210449282869856,0.5054175864990721,0.5200493565379297,0.4847000559456455,0.7733138195627363,0.5209276933793445,0.5510714195953583,0.5449419812435098,0.5174309005426595,0.5426378377954384,0.4926139637776701,0.4649049951114076,0.521130122444447,false,2
377884,377884,378740,false,1,0.46431993,true,4812,0.464319928487666,0.4928546820290435,0.4734173179580034,0.4412906492771598,0.471513785895447,0.4922544281901471,0.4786603875191644,0.48389066265268205,0.1928526466131124,0.47387333185303815,0.44892858040464106,0.4505239980091822,0.48233310312406424,0.44853279779380717,0.465029183614547,0.43683898397233406,0.493834868017407,true,2
377884,377884,378741,false,2,0.04229901,true,4812,0.042299010111606646,0.0,0.015078042945589122,0.004602995838184845,0.007441285817568881,0.002327985310781007,0.001290255942901401,0.03140928140166644,0.033833533824149255,0.0051989747676216115,0.0,0.004534020747314081,2.3599633327483387E-4,0.008829364410754291,0.042356852607784025,0.031304508324144505,0.05442630721375939,false,2
129277,129277,137072,false,0,0.50233804,true,5772,0.5023380355429645,0.36293525188663334,0.30507465021003405,0.4838681624720579,0.4667098445156088,0.42394084366184365,0.3922196832407622,0.4906432706344438,0.5101517874979796,0.4044963999026212,0.3652766659403298,0.48238975350876884,0.5067768413980609,0.4328735962390953,0.5018063911106256,0.4811411583221544,0.5227921756721382,false,2
129277,129277,137077,false,1,0.37826918,true,5772,0.3782691839689646,0.528078815752745,0.5633631340177958,0.3943678205359167,0.41821303193378606,0.4538058713302094,0.4773916869254814,0.39159968794548,0.37464846734104573,0.3969617003945604,0.3913328434176841,0.5176102464912368,0.3979135249629393,0.44210723592074,0.3789478100246819,0.3597680068180216,0.39778896776552647,false,2
129277,129277,137078,false,2,0.11939278,true,5772,0.11939278048807081,0.10898593236062086,0.13156221577217192,0.12176401699202398,0.11507712355060545,0.12225328500794552,0.1303886298337527,0.11775704142007155,0.11519974516097335,0.19854189970282024,0.24339049064198437,0.0,0.09530963363899866,0.12501916784016406,0.11924579886469261,0.1063037329924355,0.13231912101845714,true,2
395147,395147,395148,false,0,0.54835903,true,6613,0.5483590267994819,0.5621250282840009,0.5992061112121346,0.5973877366774727,0.5642761350533982,0.6145121884005731,0.6174292532742215,0.6540636220010002,0.5602854505975985,0.6043096559798958,0.598444314423245,0.5576379634086142,0.614295287527884,0.5953310622366699,0.548287419831483,0.533102460654399,0.5646987867331494,false,2
395147,395147,395149,false,1,0.39741019,true,6613,0.39741018795601507,0.4002960667420525,0.400793888787868,0.35107998180646627,0.38733947338869484,0.3837326049898115,0.3825707467257741,0.29680486367962716,0.39381256014472055,0.382059172200364,0.3831632341895046,0.39106151750133256,0.38456382857082744,0.3781064948939203,0.39745225714762555,0.38173717494072457,0.41333307720241613,false,2
395147,395147,395150,false,2,0.05423079,true,6613,0.054230785244501055,0.037578904973944664,0.0,0.05153228151605882,0.048384391557907434,0.0017552066096164867,0.0,0.049131514319371156,0.045901989257677085,0.013631171819745203,0.018392451387249494,0.05130051909005855,0.001140883901287474,0.0265624428694097,0.054260323020891316,0.04579982529020952,0.06258983653024827,false,2
214343_210252,214343,210252,true,1,0.04431329,true,13070,0.04111563205758932,0.0025166164573276403,0.03616484144047148,0.004233174219407511,0.0362190920512646,0.002302156215599776,0.005147107114725033,0.035960447387566395,0.00854956053120135,0.006219588496001828,0.003408854566654696,0.03779573763788394,0.038064563947286016,0.01804847833878252,0.041070015313156204,0.035505628457722205,0.04734032486302767,false,2
214343_210757,214343,210757,true,1,0.09383512,true,13070,0.0876189874493869,0.0047639113524255644,0.003727340995851705,0.006419570126918966,0.017335194358609845,0.08136742324578294,0.0027375482370751354,0.08296597399474473,0.021466324912484343,0.07895244071403877,8.474788622424048E-4,0.001764205968469148,0.00222988747048857,0.025381441686594345,0.08757605638943428,0.07778649581376255,0.0989087859314978,false,2
235111_219012,235111,219012,true,1,0.129989,true,11460,0.12998899977592182,0.12437016439761024,0.0012098955098785362,5.913356008250493E-4,0.003732496439303533,0.12482758317885312,0.007680407232210295,0.001487273109704004,0.13761678704639313,2.2501742656758506E-4,0.001935869039339172,0.1293787202207522,0.0011943619418291346,0.04452082592860549,0.12987406804320037,0.12197190630881095,0.13774871164374353,false,2
274237_274202,274237,274202,true,1,0.10686172,true,3756,0.10686172041264423,0.016569501878618616,0.014119291168650175,0.118743437844173,0.012513675038406214,0.013993976591509097,0.012560728509053664,0.012610068496742718,0.010689865593662456,0.004123368031374317,0.004128634571856641,0.0014014928885534303,0.0019690158103549296,0.018618588035246273,0.10679665052728703,0.09055714999311068,0.1228252006719386,false,2
293872_293876,293872,293876,true,1,0.06873873,true,55812,0.07175268325388764,0.017101369244546576,0.018578399194513984,0.01929789448438489,0.011201032336384037,0.01438907824244629,0.007385477802253933,0.017566308184697198,0.022109899651399763,0.018879367069664466,0.020740781016629607,0.028917451107271275,0.02661041215987891,0.018564789207839244,0.07175816504894514,0.06783514630449645,0.07590876086555955,false,2
293872_349093,293872,349093,true,1,0.03831556,true,55812,0.037705039586525914,0.009419744229936845,0.005111309813118854,0.008549449514517466,0.005490913730366873,0.007710773872886913,0.03986516883764978,0.008926210370590883,0.03777799474174791,0.03569435002784198,0.010026690962362991,0.016854358422410443,0.015868716030918963,0.01677464004619583,0.03776394488184948,0.03522905129529339,0.04049716809025954,false,2
363734_363740,363734,363740,true,1,0.03480638,true,55812,0.03287120758264882,0.012414055261163763,0.004425837650840548,0.01110096924729937,0.007580519383619564,0.010295565296393762,0.006909929520159668,0.01056537234715576,0.015236454365710087,0.011883741047236999,0.012416905913982977,0.03326421260730048,0.031043310703739408,0.013928072778716867,0.032895327541297016,0.0304301240272212,0.03521856616628858,false,2
363734_376568,363734,376568,true,1,0.00702839,true,51502,0.006704387957146438,0.0,6.010922101077491E-4,0.0015699547441815082,7.663964011494193E-4,0.002103231846524384,3.8559050478066773E-4,0.00606297221530997,0.002399509749864239,0.0020175087036494264,0.0067305231791253035,0.0032283602334670777,0.0024826626654554864,0.0023623168711346025,0.006687317524525844,0.005597725979310961,0.0077148088906043785,false,2
208149_371921,208149,371921,true,1,0.05768888,true,94553,0.05765398292692095,0.013847916926998776,0.04699337203333835,0.06026265206559056,0.05701342406710305,0.02071856324250333,0.0635775567020611,0.05508431570793384,0.054937868293954153,0.05595007434954027,0.03323284038222009,0.055383380355237224,0.019641562674436685,0.04472029390007645,0.05765806369365726,0.05509446355734123,0.06034118474342229,false,2
208178_208116,208178,208116,true,1,0.05019946,true,12879,0.048819651649475514,0.04239008295304678,0.04178584267860774,0.04201670493281119,0.041169626888429935,0.05185784456007802,0.04337464140320259,0.0510459898189375,0.042348621087942885,0.04895295764219709,0.044197394725582,0.042001852234619184,0.04814669787601787,0.04494068806678939,0.04891190861437167,0.041341868913092154,0.056797852775952486,true,2
260663_260694,260663,260694,true,1,0.0588519,true,57894,0.061095371295815666,0.0894039956007717,0.02979048769728198,0.06449319611421007,0.058738868217846116,0.028720589516336156,0.04214789448461799,0.01752902802346941,0.02224975916592352,0.05763828243625771,0.06251739478051466,0.020926613116323076,0.021789728234311034,0.042995486448988623,0.061087174477503774,0.057493571851369,0.06472673183140848,false,2
260663_276933,260663,276933,true,1,0.11829178,true,57894,0.12225446877493054,0.16446525143926555,0.04688423951932375,0.1131394747299903,0.03403357532755077,0.12008636831407275,0.11858433646982888,0.12099610122964048,0.025902844483582432,0.017755983319770893,0.025760692706145946,0.019153829077159526,0.021917556602380102,0.06905668776822595,0.12229769398081643,0.11686055364319023,0.1279679505471481,false,2
283731_283740,283731,283740,true,1,0.07746285,true,16177,0.08690605369925675,0.09358376758707199,0.015311482829681393,0.00828114286503048,0.08594885437662306,0.0829487651812399,0.08606967212203032,0.007936955498842328,0.004777157471062886,0.00943559033439631,0.005360599962073109,0.0199136187831393,0.008358032479821031,0.035660469957584345,0.0868728934719798,0.07997396333735629,0.09437068221170265,false,2
283942_283904,283942,283904,true,1,0.09168482,true,55812,0.0882226506812735,0.03326335610401606,0.025026387368612766,0.02895164609393903,0.017721750759712482,0.02701453908476321,0.029544484270624612,0.026712163206829558,0.03521483432713242,0.027037204349993054,0.0872610918969424,0.04951565668127608,0.047576752145830195,0.03623665552413933,0.08823682065542486,0.0845522747611524,0.09200918630260704,false,2
295643_295650,295643,295650,true,1,0.05019869,true,3316,0.050198685049687046,0.04885518635628875,0.04614200307074769,0.04095559582712222,0.04039657524252778,0.040262543671255695,0.04084186426206324,0.04201241011977135,0.04094945979724004,0.045528125911351226,0.04674296557282787,0.043205142944961465,0.04349825078916639,0.043282510297110305,0.05049626461896622,0.04004854973430014,0.0625243120927851,true,2
295692_295705,295692,295705,true,1,0.09017154,true,3316,0.09017153793808694,0.0405832092147445,0.03966683991586295,0.03487728822396563,0.029626370175213156,0.08929054754486376,0.10205872057824714,0.024423066245370197,0.09710093172061156,0.028594781221831796,0.07799980668942355,0.07988986483909125,0.031369095284321635,0.056290043471128925,0.09018516461713477,0.07647786103004456,0.10502968831069079,false,2
387056_387060,387056,387060,true,1,0.09268961,true,4171,0.09268961258744618,0.007234098035122566,0.08585068873368142,0.09187281039799572,0.08396532972729988,0.08082809434482648,0.06996407413767171,0.06961264599872254,0.09629183475425498,0.09037608939416662,0.0647296516361573,0.09048813278802714,0.08633076888685175,0.07646201823623151,0.09308774553964771,0.08071194675874717,0.10633069544436621,false,2
387117_387119,387117,387119,true,1,0.08463559,true,4276,0.08463559437416592,0.005854676270459288,0.009243297748672098,0.0734373731526615,0.07345609029710175,0.01682131526566024,0.013029605807406704,0.02579855328251101,0.07227664696096871,0.07616317767365363,0.0869087443551276,0.09600507200868759,0.0763020392513528,0.05210804933952191,0.08457314889792875,0.07200906804936079,0.09760222212745225,false,2
387213_387220,387213,387220,true,1,0.11696039,true,4378,0.11696038923930842,0.10351823068601607,0.10266124732532267,0.005106025781891877,0.10344879931908753,0.10277278527240924,0.10360751839914313,0.10708043790384317,0.013522162748813472,0.10317332530548932,0.10398809032805878,0.1079787784628662,0.10339465358320468,0.0883543379263455,0.11668352161367308,0.10262705762146171,0.13188483024386474,false,2
387304_387313,387304,387313,true,1,0.10996027,true,4296,0.10996026932723321,0.030232151634180377,0.0437912179394517,0.07387355385900557,0.07257192978973107,0.09946460605752638,0.08273114626912838,0.09254253979979521,0.07668525632507776,0.04867932904798072,0.05736398337876565,0.06479358191556636,0.06009325459564059,0.06690187921765416,0.10977707080785833,0.09695834817383708,0.12350201481377987,false,2
387304_387315,387304,387315,true,1,0.06990637,true,4296,0.06990636691119215,0.09632290484707762,0.04985631552678084,0.0421076960711988,0.056101522431080825,0.06397698876426579,0.10754876077546388,0.056444545147486466,0.0454019407132891,0.08683085214225265,0.11763681503700277,0.09897807050627394,0.10017074053281011,0.07678142937458189,0.06994830618904299,0.05937292031894877,0.08155035379422848,true,2
387304_387318,387304,387318,true,1,0.13519458,true,4296,0.13519458339637233,0.12624470038934477,0.12488343767032475,0.09497399355565977,0.12389164087881085,0.12127201817045175,0.09676369839531057,0.12054575207944075,0.12333971945867958,0.03639796724808751,0.03866232257679122,0.13055675787520976,0.13914504318202844,0.10638975429001164,0.13521700316816165,0.11941585242930756,0.15027724247061477,false,2
387304_387319,387304,387319,true,1,0.20213202,true,4296,0.20213201806426842,0.07403231274704067,0.1919515843397826,0.056737899441067476,0.18740855572858583,0.1989128757373506,0.05289157697971209,0.07367924228692857,0.05117392818668177,0.05270414414476157,0.035116369069612206,0.041985782516945826,0.051513281839649955,0.08900896275150993,0.2015285049538672,0.18498837169886978,0.2185356271387984,false,2
388803_305202,388803,305202,true,1,0.06953279,true,4296,0.06953278750592527,0.03191543388205068,0.05415711552939983,0.0775629478001232,0.06560071694973138,0.0698846620976199,0.06861466520816853,0.041462010161501556,0.0224338877483456,0.00881717194016466,0.008122267054953487,0.020822200872207482,0.01474566503821892,0.04034489535687377,0.06943337608497945,0.05871371872349372,0.08013607378556188,false,2
149564_149676,149564,149676,true,1,0.23863697,true,5162,0.23863697217093377,0.22772879197450102,0.14519912405115257,0.22690899565275013,0.2290879878554378,0.13086023436586844,0.13544803430992142,0.12086594578302874,0.22379121830885668,0.12951086601043357,0.1014900568145962,0.1318340234281638,0.22306068485010688,0.16881549695040143,0.23891346280662384,0.22276308670447575,0.25656565593211766,false,2
149565_149735,149565,149735,true,1,0.19031425,true,5162,0.19031425129067045,0.06362683370213101,0.17464033823893524,0.07609171057396313,0.1817055780203171,0.10042344786764187,0.17934142013260865,0.1847938110273688,0.10510413894411637,0.06885264120261606,0.07888429500779343,0.1753430641784332,0.17679545348743184,0.13046689436527972,0.19027617776661568,0.17408255436265585,0.20608507779010288,false,2
149565_149736,149565,149736,true,1,0.1754242,true,5162,0.17542420394631045,0.025512978365146013,0.16636066813291336,0.03330762352255349,0.17945793998298046,0.05152211623705836,0.18955518863860935,0.05812061854876217,0.04701830400407308,0.1689020827019981,0.18749951032800372,0.18060959532366447,0.16188247334397338,0.120812424927478,0.17537009596078906,0.16030403965412726,0.19071924757225042,false,2
