attribute,sakey,svkey,multi,label,prod_distribution,needs_imputation,n_respondents,calc_distribution,1903,2001,2002,2003,2004,2005,2006,2101,2102,2103,2104,2105,imputed_distribution,simulation_distribution,lower_bound_distribution,upper_bound_distribution,bounded,iteration
394768,394768,394772,false,3,0.04169217,true,9148,0.04169216761196206,0.002689337593257099,0.018719197630092728,0.03781072548320566,4.7516154173286455E-4,0.024923620790239145,0.0034865277091055305,0.013633238584161949,2.697501022628914E-4,0.004845374862367119,0.038168839778467106,0.0031793600956311154,0.005966726990690833,0.012847321763434503,0.04166751852930523,0.03622087411309409,0.04754278543763377,false,1
394768,394768,394773,false,4,0.04150247,true,9148,0.04150246639700459,0.009944711276335616,0.037461716944533145,0.00835200728361518,1.3369892061710622E-4,0.004504441938397007,0.003166081710129162,9.062248513685493E-4,0.0013496660571186642,0.03928713630629732,0.024916478061565658,0.0046255362065945075,0.004224848843031203,0.011572712366633596,0.04145037179181995,0.035666565858786706,0.04798040825294695,false,1
394768,394768,394774,false,5,0.58532475,true,9148,0.585324746518969,0.8108554142336658,0.7675068913929167,0.767033150380319,0.8171215565052615,0.7898154076737227,0.8302417139966121,0.7799713233161014,0.8359416623980575,0.7280367769371298,0.7016567130459429,0.6897163683183998,0.7406256665432956,0.7715435537284522,0.5849026682675985,0.5713490662720094,0.5984819165516264,false,1
383713,383713,383714,false,0,0.0227968,true,6050,0.02279679980389134,8.043038524573418E-4,1.2897728296257225E-4,1.7405713915045408E-5,0.0,0.007123514618038901,7.826747975239631E-5,4.82560533354888E-4,2.266245672624528E-5,1.2769975938389357E-5,1.0437492238011694E-5,0.001341456286623679,0.01866359422189389,0.0023904958261584466,0.022829050499102353,0.01795876254615313,0.0279421191659059,false,1
383713,383713,383715,false,1,0.22252018,true,6050,0.2225201810533701,0.21515463625957748,0.20743764456663064,0.2108029305608444,0.21490813137241802,0.215239768816329,0.20668528963999674,0.21057310771979743,0.2371712749484316,0.22171712930770054,0.23443485429326763,0.23804557902822696,0.21643471133364262,0.21905042148723855,0.2223908330402852,0.20633635806730308,0.2381187062793011,true,1
383713,383713,383716,false,2,0.00854323,true,6050,0.00854323347335343,0.005538647481845956,0.006001776536488801,0.009115840088137893,0.008881857163136043,0.010737933125774054,0.005800505127428498,0.006011930087781212,0.0089898328382126,0.006616379141763771,0.00942666758905361,0.008076001738729426,0.014890676529140036,0.008340670620624324,0.008567119797251178,0.005470302956198428,0.011925140070639027,true,1
383713,383713,383717,false,3,0.08832069,true,6050,0.08832068686516756,0.03035502408838368,0.007613399672207642,0.026650577168338102,0.07808197689908336,0.08360479469991995,0.08381226113833898,0.022926674551407573,0.024233670028585477,0.08586445932339849,0.055300453255396474,0.09585170684299857,0.009399322439859099,0.0503078600089931,0.08836903899613432,0.07807170102733513,0.10003384821423601,false,1
383713,383713,383718,false,4,0.55220348,true,6050,0.5522034800861325,0.7305894126312326,0.7535402782706861,0.7320403217080262,0.6700409010882141,0.6392975338881427,0.6767175760816039,0.7405100131918831,0.7186703073390509,0.6788554490639204,0.6859659501572776,0.6475687621796025,0.7248716963777466,0.6998890168314489,0.5519319658711888,0.5323421476116599,0.5699108380658089,false,1
383713,383713,383719,false,5,0.10561562,true,6050,0.10561561871808402,0.017557975686504475,0.025277923671022624,0.02137292476073548,0.028087133477150313,0.043996454851798865,0.026906100532879743,0.019495713915773268,0.010912252388990299,0.006933813187280926,0.014861637212765219,0.00911649392381945,0.015739999097719656,0.020021535225536694,0.10591199179603905,0.09447303296248802,0.1171806506628196,false,1
389343,389343,389344,false,0,0.20727339,true,3422,0.20727339246295667,0.1890774748189803,0.10297333645674166,0.1336812497829792,0.06501084731821914,0.09310737453228658,0.12125808698885171,0.07395763341081113,0.08994912678454173,0.07239005854180483,0.18686633574178738,0.09551613546946641,0.20116731511648137,0.11874624791357931,0.2070165489710797,0.18623412300182374,0.22957737160199457,false,1
389343,389343,389345,false,1,0.40473631,true,3422,0.4047363070122673,0.6140930663708826,0.6001664562005637,0.6184145351894921,0.6162220965794991,0.6430044526546926,0.5326203377216935,0.6395525036113408,0.6318961558018227,0.6550075972430763,0.6406492678313237,0.6564119193612573,0.6067694574488085,0.6212339871678711,0.4051234167927152,0.38078320586678116,0.43025999381443936,false,1
389343,389343,389346,false,2,0.1935828,true,3422,0.19358279959874863,0.030180622503182118,0.11944653487562462,0.028685867538172313,0.1552197337540106,0.045868283835044224,0.17309406836644575,0.10956287331410546,0.0776490252218672,0.06086400407991694,0.03433725126225789,0.20490181285809989,0.02064088546954198,0.08837091358985573,0.1936811375114581,0.17293352198015874,0.21621162771369443,false,1
389343,389343,389347,false,3,0.15607847,true,3422,0.15607846983071322,0.16492490985050642,0.17242313959686772,0.17097275374108628,0.16183877802241692,0.1736346054931888,0.16936884579912342,0.13829907982813955,0.1628749798106075,0.17554432736302342,0.1370750765255224,0.005785155471579838,0.17142234196516742,0.15034699945560248,0.15588627906505476,0.13630234158682084,0.1759452881494311,true,1
389343,389343,389348,false,4,0.03832903,true,3422,0.0383290310953142,0.0017239264564493184,0.004990532870201487,0.04824559374826651,0.0017085443258580506,0.04438528348479036,0.003658661123886052,0.03862790983560255,0.03763071238115834,0.03619401277218385,0.001072068639107415,0.03738497683959814,0.0,0.021301851873091835,0.038292617659691976,0.028424698966941806,0.04974974017751332,false,1
394682,394682,394683,false,0,0.13788118,true,6823,0.1378811825471847,0.26673895542433224,0.076170412599327,0.12854288535649605,0.12887786041885488,0.13119728159653216,0.1355113562678925,0.15424791853576092,0.12881605084072256,0.18284535762618254,0.1501363050103009,0.12746129163473863,0.1284022489376597,0.14491232702073334,0.13779812645430886,0.12632361395758968,0.149309373480465,true,1
394682,394682,394684,false,1,0.22896681,true,6823,0.22896681089661028,0.22171925220832986,0.21060148783739327,0.28683319703556615,0.35423043431958684,0.27542489225812866,0.22756013601013048,0.24011523780610583,0.25138371696382167,0.2388078458061241,0.2558186834912638,0.3825084003767881,0.3269514221870498,0.27266289219169076,0.22910221078483894,0.21467282147965164,0.24273716315552787,false,1
394682,394682,394685,false,2,0.16269153,true,6823,0.16269152972331535,0.035264375469850714,0.15696741379307114,0.16209970373358742,0.09422044448243744,0.16688183388027356,0.17472567497243915,0.14707642002484356,0.07981357111324171,0.046281447468183724,0.15040498488405676,0.07853922746264955,0.05089832057255699,0.11193111815476596,0.16290866436030985,0.1500021818367625,0.17511508154370073,false,1
394682,394682,394686,false,3,0.17378457,true,6823,0.17378457148721538,0.17914789523063152,0.1777401076967796,0.21843643490252496,0.1747442954350383,0.1978699669428682,0.1683918661777616,0.1753214542091363,0.23622922148505637,0.1745074887771938,0.1478116410713906,0.12596327296693877,0.1956551089757562,0.18098489615592303,0.17364534275236446,0.16237382290635827,0.18517696106737294,true,1
394682,394682,394687,false,4,0.29667591,true,6823,0.2966759053456747,0.297129521666855,0.3785205780734286,0.20408777897182553,0.2479269653440835,0.22862602532219825,0.2938109665717761,0.2832389694241547,0.30375743959715945,0.35755786032231685,0.29582838554298685,0.28552780755888496,0.2980928993269755,0.2895087664768871,0.29654565564817853,0.2821403934497952,0.31176584377984523,true,1
396619,396619,396620,false,0,0.2597595,true,6306,0.2597594970042184,0.39226173444663687,0.39886501735746094,0.2652026108694982,0.2700101016947253,0.3224606288013647,0.2734605678962726,0.31705309058254233,0.3701959365106623,0.31508179373517897,0.2671589565273645,0.2698460978415084,0.3099745984366318,0.3142975945583206,0.26000556219569154,0.24451369059149486,0.2752490450215537,false,1
396619,396619,396621,false,1,0.17156008,true,6306,0.17156008351381632,0.050377623932164786,0.1539144770186374,0.1596661423715668,0.17001737457317168,0.1666027659735398,0.13037750748040852,0.17056890412350326,0.17423385441933073,0.16378339851729695,0.1736654950622475,0.1628028327244679,0.1777603889019339,0.15448089709152243,0.1716798607312136,0.15862137897724335,0.18436549909410913,false,1
396619,396619,396622,false,2,0.28068748,true,6306,0.28068748188456766,0.2944726684126324,0.2931202569075346,0.3269495691736632,0.295130079288135,0.2905439294468791,0.37472876408534256,0.28036996324045493,0.29217887986265256,0.3005955843839782,0.41814572356838325,0.3768009152072969,0.28398826118225234,0.3189187162299338,0.2805705750917456,0.2641837308037391,0.2954425904495072,false,1
396619,396619,396623,false,3,0.18550262,true,6306,0.18550261794259754,0.19262898406653559,0.10296687412471754,0.14052623305947778,0.16242949889570749,0.16310224973294196,0.11606624448649412,0.12877711760575786,0.11652221420149847,0.18182542785911704,0.11128139314176486,0.14612177956990666,0.19228605222890063,0.14621117241440165,0.18529350730134905,0.17202679807012827,0.19829966976864852,false,1
396619,396619,396624,false,4,0.10249032,true,6306,0.10249031965479975,0.07025898914203231,0.0511333745916502,0.10765544452579456,0.10241294554826015,0.05729042604527477,0.10536691605148203,0.10323092444774275,0.04686911500585588,0.03871379550443018,0.029748431700238793,0.04442837465682106,0.035990699250281054,0.06609161970582199,0.10245049467999927,0.09158063985094213,0.11403268951695994,false,1
391315,391315,391316,false,0,0.13054649,true,3994,0.1305464949870045,0.07800099026622721,0.07736194952822897,0.11920716946585924,0.12385973932283176,0.13009536776099226,0.1419288534192353,0.07243642440021718,0.11717785247051696,0.13209334924359525,0.11665756502743929,0.1243992455145239,0.0951834196174968,0.11070016050309701,0.13047917140222437,0.11509133897997996,0.14664654560408177,false,1
391315,391315,391317,false,1,0.23378569,true,3994,0.2337856876629727,0.4566689333560531,0.36401221143771845,0.2670583908464392,0.2157912935930758,0.2747486604739116,0.22426315777244826,0.2377817265311719,0.2662838489959141,0.23986294179716128,0.2044384949414631,0.20566968014239148,0.21428887016301804,0.26423901750423046,0.23411477784175996,0.21402544931172798,0.25398482257442184,false,1
391315,391315,391318,false,2,0.1511769,true,3994,0.15117690493433023,0.08109790313557819,0.11348198049022386,0.1099680459116497,0.13063826079298319,0.09034876160377582,0.08132283347503165,0.11812481112792873,0.12478949163578619,0.07366086540887629,0.0808039414384567,0.049981822840661126,0.04385832741846563,0.09150642043995144,0.15121905986384324,0.1351466962467824,0.16812959540405065,false,1
391315,391315,391319,false,3,0.22350039,true,3994,0.22350038876136413,0.1449655226894995,0.20971939323131678,0.2405869976042495,0.21717971839793263,0.20622192689003657,0.22054334753814275,0.20992973939265638,0.21427521599075694,0.2195764643983289,0.19942667207234996,0.256730509698281,0.21354382943623612,0.21272494477831558,0.2239684366012245,0.2054838059809464,0.24305025830495683,true,1
391315,391315,391320,false,4,0.26099052,true,3994,0.2609905236543293,0.23926665055264082,0.23542446531251274,0.2631793961718035,0.3125309878931776,0.2985852832712835,0.33194180779514354,0.36172729854802793,0.2774735909070277,0.33480637915203926,0.3986733265202897,0.3632187418041405,0.43312555336478475,0.32082945677440594,0.2602185542909481,0.23866837104349212,0.2813437280561846,false,1
396575,396575,396576,false,0,0.10082894,true,6306,0.10082894005558077,0.011538437764295006,0.10667839677434353,0.0,0.10233334072680053,3.2597119446167933E-4,7.872080086527285E-4,0.00147846255534069,0.014285793602610472,0.02090057348132645,0.012778890969633656,0.0465760063553557,0.02993463548970726,0.02896814307687731,0.10084069508666577,0.09142328331246487,0.11174169616681004,false,1
396575,396575,396577,false,1,0.10514448,true,6306,0.10514448151001095,0.10061187860566477,0.02021891418414293,0.2080083068716825,9.314734517396558E-5,0.10625509447188879,0.21533789461011038,0.10821954279932078,0.11083619629924947,0.04923038602149281,0.10353097169693175,0.04904839330588679,0.045203828173313254,0.09304954619873818,0.10509998963432834,0.0946683457674499,0.11531606933733747,false,1
396575,396575,396578,false,2,0.42477158,true,6306,0.42477157854604325,0.7062179607135904,0.6233872286098225,0.44062447859472165,0.6886731248547203,0.6210595413845436,0.39315244280630085,0.6980952144014533,0.6890723204393704,0.7100851869769822,0.6422587398367803,0.5428435264065335,0.6378150178951321,0.6161070652433294,0.42495035647369467,0.40808230151748864,0.4427479866996164,false,1
